REACTIONS
ENTRY;DATABASE ID;EQUATION;Lower FLUX bound;Upper FLUX bound;Min FLUX;Max FLUX
207;rxn10237_c0;2 H+_c0 + cpd15694_c0 <=> CO2_c0 + cpd15700_c0;-1000;1000;0;0
208;rxn01044_c0;Xylose_c0 <=> cpd00259_c0;-1000;1000;0;0
209;rxn12644_c0;H2O_c0 + cpd11582_c0 <=> cpd00035_c0 + cpd00161_c0;-1000;1000;0;0
210;rxn00147_c0;ATP_c0 + H2O_c0 + cpd00020_c0 => 3 H+_c0 + AMP_c0 + cpd00009_c0 + cpd00061_c0;0;1000;0;1000
211;rxn06404_c0;H+_c0 + H2O_c0 + cpd12213_c0 <=> cpd00020_c0 + NH3_c0 + RSH_c0;-1000;1000;0;0
212;rxn04723_c0;H2O_c0 + NAD_c0 + cpd09790_c0 <=> 2 H+_c0 + NADH_c0 + cpd09791_c0;-1000;1000;0;0
213;rxn00213_c0;cpd00089_c0 + UTP_c0 <=> PPi_c0 + cpd00026_c0;-1000;1000;0.000516817;0.00516817
214;rxn01629_c0;cpd00338_c0 <=> cpd02345_c0;-1000;1000;-0.0025594;-0.00025594
215;rxn00777_c0;cpd00101_c0 <=> cpd00171_c0;-1000;1000;-601.48;-0.00371819
216;rxn13784_c0; => cpd17043_c0;0;1000;0.00516598;0.0516598
217;rxn01740_c0;NADP_c0 + cpd00383_c0 <=> H+_c0 + NADPH_c0 + cpd01716_c0;-1000;1000;-0.165398;-0.00176148
218;rxn05533_c0;ATP_c0 + H2O_c0 + cpd11593_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd11593_c0;0;1000;0;0
219;rxn10123_c0;3 H+_c0 + NADH_c0 + cpd15500_c0 => NAD_c0 + 2 H+_e0[e] + cpd15499_c0;0;1000;0;1.53659
220;rxn02728_c0;cpd01466_c0 <=> cpd01653_c0;-1000;1000;0;0
221;rxn00927_c0;H2O_c0 + cpd00182_c0 <=> Adenine_c0 + cpd00105_c0;-1000;1000;0.000850143;601.478
222;rxn00251_c0;H+_c0 + cpd00009_c0 + cpd00032_c0 <=> H2O_c0 + CO2_c0 + cpd00061_c0;-1000;1000;-1000;999.973
223;rxn00139_c0;H+_c0 + PPi_c0 + AMP_c0 <= PRPP_c0 + Adenine_c0;-1000;-0;-601.477;-0
224;rxn00920_c0;H2O_c0 + cGMP_c0 <=> H+_c0 + GMP_c0;-1000;1000;0;0
225;rxn00790_c0;H+_c0 + PPi_c0 + cpd00023_c0 + cpd01982_c0 <= H2O_c0 + cpd00053_c0 + PRPP_c0;-1000;-0;-0.0162617;-0.00162617
226;rxn00237_c0;ATP_c0 + GDP_c0 <=> ADP_c0 + GTP_c0;-1000;1000;0.00288578;1000
227;rxn03540_c0;4 ATP_c0 + 4 H2O_c0 + 4 cpd00053_c0 + cpd03916_c0 <=> 4 H+_c0 + 4 ADP_c0 + 4 cpd00009_c0 + 4 cpd00023_c0 + cpd03917_c0;-1000;1000;0;0
228;rxn08311_c0;CTP_c0 + cpd15526_c0 <=> H+_c0 + PPi_c0 + cpd15421_c0;-1000;1000;5.50076e-05;0.000550076
229;rxn03175_c0;H+_c0 + cpd02979_c0 <=> cpd02991_c0;-1000;1000;0.000409474;0.00409474
230;rxn10264_c0;cpd15688_c0 + cpd00080_c0 <=> CMP_c0 + cpd15721_c0;-1000;1000;0;0
231;rxn10124_c0;3.8 H+_c0 + NADH_c0 + cpd15352_c0 <=> NAD_c0 + 2.8 H+_e0[e] + cpd15353_c0;-1000;1000;-719.483;-3.19926e-05
232;rxn03421_c0;cpd03519_c0 <=> cpd03666_c0;-1000;1000;0;0.000479888
233;rxn10227_c0;cpd00054_c0 + cpd15684_c0 => CMP_c0 + 2 H+_c0 + cpd15690_c0;0;1000;5.50076e-05;0.000550076
234;rxn05336_c0;NADP_c0 + cpd11481_c0 <=> NADPH_c0 + cpd11485_c0;-1000;1000;0;0
235;rxn09210_c0;cpd00054_c0 + cpd15421_c0 => CMP_c0 + 2 H+_c0 + cpd15557_c0;0;1000;5.50076e-05;0.000550076
236;rxn01717_c0;cpd00017_c0 + cpd00374_c0 <=> H+_c0 + cpd00019_c0 + cpd01610_c0;-1000;1000;0;0
237;rxn00532_c0;CoA_c0 + NADP_c0 + cpd00191_c0 <=> H+_c0 + cpd00070_c0 + NADPH_c0;-1000;1000;0;0
238;rxn05172_c0;ATP_c0 + H2O_c0 + Taurine_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Taurine_c0;0;1000;0;0
239;rxn04052_c0;2 H+_c0 + cpd08375_c0 <=> cpd03421_c0;-1000;1000;0;0
240;rxn07622_c0;H2O_c0 + cpd04107_c0 <=> H+_c0 + cpd14988_c0;-1000;1000;0;0
241;rxn12850_c0;ATP_c0 + H2O_c0 + Gly-Phe_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Gly-Phe_c0;0;1000;0;0
242;rxn00126_c0;ATP_c0 + H2O_c0 + cpd00060_c0 => H+_c0 + PPi_c0 + cpd00009_c0 + cpd00017_c0;0;1000;0.000866139;601.478
243;rxn12844_c0;H2O_c0 + Gly-Cys_c0 <=> Glycine_c0 + cpd00084_c0;-1000;1000;0;0
244;rxn06905_c0;H2O_c0 + cpd04049_c0 <=> H+_c0 + cpd04050_c0 + cpd08208_c0;-1000;1000;0;0
245;rxn08306_c0;CTP_c0 + cpd15521_c0 <=> H+_c0 + PPi_c0 + cpd15417_c0;-1000;1000;0;0
246;rxn06178_c0;cpd02284_c0 + cpd11611_c0 <=> CoA_c0 + 2 H+_c0 + cpd00431_c0;-1000;1000;0;0
247;rxn00206_c0;2 H+_c0 + 2 O2-_c0 => O2_c0 + H2O2_c0;0;1000;0;0
248;rxn11755_c0;H2O_c0 + cpd16434_c0 <=> H+_c0 + cpd16435_c0;-1000;1000;0;0
249;rxn05340_c0;NADP_c0 + cpd11480_c0 <=> NADPH_c0 + cpd11489_c0;-1000;1000;0;0
250;rxn00299_c0;H2O_c0 + GTP_c0 => H+_c0 + Formate_c0 + cpd02978_c0;0;1000;0;0.000479888
251;rxn05389_c0;H+_c0 + NADPH_c0 + cpd11525_c0 <=> NADP_c0 + cpd11526_c0;-1000;1000;0.00044006;0.0044006
252;rxn01132_c0;cpd00009_c0 + Maltose_c0 <=> cpd00027_c0 + cpd00501_c0;-1000;1000;0;0
253;rxn04737_c0;H2O_c0 + NAD_c0 + cpd09802_c0 <=> 2 H+_c0 + NADH_c0 + cpd09804_c0;-1000;1000;0;0
254;rxn02379_c0;cpd00862_c0 <=> cpd02340_c0;-1000;1000;0;0
255;rxn05735_c0;H2O_c0 + NAD_c0 + cpd04122_c0 => 2 H+_c0 + NADH_c0 + Glycine_c0;0;1000;0;0
256;rxn03921_c0;H2O_c0 + NAD_c0 + cpd08279_c0 <=> 2 H+_c0 + NADH_c0 + cpd02045_c0;-1000;1000;0;0
257;rxn00904_c0;cpd00020_c0 + cpd00156_c0 <=> cpd00123_c0 + cpd00035_c0;-1000;1000;0.0026463;0.026463
258;rxn02484_c0;ATP_c0 + cpd00939_c0 <=> H+_c0 + ADP_c0 + cpd02775_c0;-1000;1000;1.59963e-05;0.000159963
259;rxn02916_c0;cpd02074_c0 => H+_c0 + H2O_c0 + cpd00922_c0;0;1000;0;0
260;rxn03618_c0;NAD_c0 + cpd00055_c0 + cpd04105_c0 <=> H+_c0 + NADH_c0 + cpd04106_c0;-1000;1000;0;0
261;rxn12639_c0;H2O_c0 + Ala-Gln_c0 <=> cpd00053_c0 + cpd00035_c0;-1000;1000;0;0
262;rxn01000_c0;H+_c0 + cpd00219_c0 => H2O_c0 + CO2_c0 + cpd00143_c0;0;1000;0.000798244;0.00798244
263;rxn01462_c0;H2O_c0 + cpd00762_c0 <=> Urea_c0 + GABA_c0;-1000;1000;0;0
264;rxn12643_c0;H2O_c0 + Ala-Leu_c0 => cpd00035_c0 + cpd00107_c0;0;1000;0;0
265;rxn03484_c0;cpd00020_c0 + cpd03709_c0 <=> H2O_c0 + cpd03710_c0;-1000;1000;0;0
266;rxn02334_c0;H2O_c0 + cpd02589_c0 <=> cpd00821_c0;-1000;1000;0;0
267;rxn00321_c0;cpd00039_c0 <=> cpd00840_c0;-1000;1000;0;0
268;rxn00786_c0;cpd00290_c0 <=> cpd00095_c0 + cpd00102_c0;-1000;1000;-0.168652;-0.0050153
269;rxn01572_c0;Quinate_c0 + cpd00321_c0 <=> CoA_c0 + cpd01683_c0;-1000;1000;0;0
270;rxn14054_c0;NAD_c0 + cpd04015_c0 <=> H+_c0 + NADH_c0 + cpd04017_c0;-1000;1000;0;0
271;rxn03012_c0;cpd02414_c0 <=> H+_c0 + H2O_c0 + cpd02465_c0;-1000;1000;-0.301604;-0.00160377
272;rxn09197_c0;2 H+_c0 + cpd15552_c0 <=> CO2_c0 + cpd15528_c0;-1000;1000;0;0
273;rxn01100_c0;ATP_c0 + cpd00169_c0 <=> ADP_c0 + cpd00203_c0;-1000;1000;0.013131;0.340404
274;rxn00838_c0;cpd00041_c0 + GTP_c0 + IMP_c0 => 2 H+_c0 + cpd00009_c0 + cpd02375_c0 + GDP_c0;0;1000;0.00201964;0.0201964
275;rxn00102_c0;H+_c0 + H2CO3_c0 <=> H2O_c0 + CO2_c0;-1000;1000;-999.932;-0.00161017
276;rxn03085_c0;cpd00792_c0 + cpd02679_c0 <=> cpd00649_c0 + cpd02737_c0;-1000;1000;-1.20756;-0.055829
277;rxn12634_c0;H2O_c0 + cpd11592_c0 <=> Glycine_c0 + cpd00023_c0;-1000;1000;0;0
278;rxn01255_c0;cpd00932_c0 => cpd00009_c0 + cpd00216_c0;0;1000;0.00176148;0.165398
279;rxn05872_c0;NAD_c0 + cpd11679_c0 <=> H+_c0 + NADH_c0 + Ketone_c0;-1000;1000;0;0
280;rxn04727_c0;H2O_c0 + NAD_c0 + cpd09793_c0 <=> 2 H+_c0 + NADH_c0 + cpd09794_c0;-1000;1000;0;0
281;rxn00776_c0;Uracil_c0 + cpd00101_c0 => H2O_c0 + cpd00859_c0;0;1000;0;0
282;rxn05251_c0;CoA_c0 + ATP_c0 + fa12_c0 => PPi_c0 + AMP_c0 + fa12coa_c0;0;1000;0;0
283;rxn03126_c0;H+_c0 + cpd02935_c0 + cpd08702_c0 => CoM_c0 + HTP_c0 + cpd08701_c0;0;1000;0;0
284;rxn14089_c0;NAD_c0 + cpd04016_c0 <=> H+_c0 + NADH_c0 + cpd15064_c0;-1000;1000;0;0
285;rxn00214_c0;cpd00026_c0 <=> cpd00043_c0;-1000;1000;0;0
286;rxn01895_c0;H+_c0 + cpd00036_c0 + cpd00461_c0 <= H2O_c0 + cpd02731_c0;-1000;-0;-0;-0
287;rxn01211_c0;H2O_c0 + cpd00347_c0 <=> H+_c0 + cpd00201_c0;-1000;1000;-999.996;1000
288;rxn00527_c0;cpd00024_c0 + cpd00069_c0 <=> cpd00023_c0 + cpd00868_c0;-1000;1000;-0.00639409;-0.000639409
289;rxn05193_c0;ATP_c0 + H2O_c0 + cpd08306_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd08306_c0;0;1000;0;0
290;rxn12848_c0;ATP_c0 + H2O_c0 + Gly-Cys_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Gly-Cys_c0;0;1000;0;0
291;rxn01316_c0;cpd00009_c0 + Neu5Ac_c0 <= H2O_c0 + cpd00061_c0 + cpd00492_c0;-1000;-0;-0;-0
292;rxn00966_c0;cpd00020_c0 + cpd00136_c0 <= cpd00216_c0;-1000;-0;-0.000159963;-1.59963e-05
293;rxn13782_c0; => cpd17041_c0;0;1000;0.00516598;0.0516598
294;rxn05119_c0;NAD_c0 + cpd00041_c0 => 2 H+_c0 + NADH_c0 + cpd03470_c0;0;1000;0;0.000319926
295;rxn04270_c0;H2O_c0 + NAD_c0 + cpd02708_c0 <=> 2 H+_c0 + NADH_c0 + cpd08741_c0;-1000;1000;0;0
296;rxn05430_c0;H+_c0 + NADPH_c0 + cpd11566_c0 <=> NADP_c0 + cpd11567_c0;-1000;1000;0;0
297;rxn11838_c0;NAD_c0 + cpd16401_c0 <=> H+_c0 + NADH_c0 + cpd16402_c0;-1000;1000;0;0
298;rxn01917_c0;ATP_c0 + cpd00477_c0 <=> ADP_c0 + cpd02552_c0;-1000;1000;0.00130642;0.362259
299;rxn10236_c0;2 H+_c0 + cpd15693_c0 <=> CO2_c0 + cpd15699_c0;-1000;1000;0;0
300;rxn00173_c0;cpd00022_c0 + cpd00009_c0 <=> CoA_c0 + cpd00196_c0;-1000;1000;-1000;999.897
301;rxn09205_c0;cpd00054_c0 + cpd15417_c0 => CMP_c0 + 2 H+_c0 + cpd15552_c0;0;1000;0;0
302;rxn01991_c0;H2O_c0 + NADP_c0 + cpd00516_c0 <=> H+_c0 + NADPH_c0 + NH3_c0 + cpd02414_c0;-1000;1000;-0.301604;-0.00160377
303;rxn05364_c0;H+_c0 + NADPH_c0 + cpd11500_c0 <=> NADP_c0 + cpd11501_c0;-1000;1000;0.00044006;0.0044006
304;rxn09201_c0;2 H+_c0 + cpd15556_c0 <=> CO2_c0 + cpd15532_c0;-1000;1000;0;0
305;rxn03637_c0;3 H+_c0 + 3 cpd00070_c0 + cpd01882_c0 <=> 4 CoA_c0 + 3 CO2_c0 + cpd04553_c0;-1000;1000;0;0
306;rxn00508_c0;H2O_c0 + NAD_c0 + cpd00199_c0 => 2 H+_c0 + NADH_c0 + cpd00036_c0;0;1000;0;0
307;rxn10122_c0;4.5 H+_c0 + NADH_c0 + cpd15560_c0 <=> NAD_c0 + 3.5 H+_e0[e] + cpd15561_c0;-1000;1000;-577.124;-0.0692475
308;rxn05547_c0;ATP_c0 + H2O_c0 + Gly-Gln_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Gly-Gln_c0;0;1000;0;0
309;rxn00187_c0;ATP_c0 + cpd00023_c0 + NH3_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + cpd00053_c0;0;1000;0.0698424;1000
310;rxn02431_c0;H+_c0 + cpd00735_c0 + H4MPT_c0 <= cpd00643_c0 + cpd00936_c0;-1000;-0;-1.20756;-0.055829
311;rxn05734_c0;H2O_c0 + NAD_c0 + cpd00040_c0 <=> 2 H+_c0 + NADH_c0 + Oxalate_c0;-1000;1000;0;0
312;rxn00006_c0;2 H2O2_c0 => 2 H2O_c0 + O2_c0;0;1000;0;0.603786
313;rxn05338_c0;NADP_c0 + cpd11482_c0 <=> H+_c0 + NADPH_c0 + cpd11487_c0;-1000;1000;0;0
314;rxn03135_c0;2 H+_c0 + cpd00023_c0 + cpd02843_c0 + AICAR_c0 <= cpd00053_c0 + cpd02991_c0;-1000;-0;-0.00409474;-0.000409474
315;rxn08310_c0;CTP_c0 + cpd15525_c0 <=> H+_c0 + PPi_c0 + cpd15418_c0;-1000;1000;0;0
316;rxn00915_c0;H+_c0 + PPi_c0 + GMP_c0 <= PRPP_c0 + Guanine_c0;-1000;-0;-0;-0
317;rxn02853_c0;H2O_c0 + NAD_c0 + cpd03052_c0 => 2 H+_c0 + NADH_c0 + cpd01831_c0;0;1000;0;0
318;rxn01967_c0;cpd00501_c0 <=> cpd00863_c0;-1000;1000;0;0
319;rxn10224_c0;CTP_c0 + cpd15681_c0 <=> H+_c0 + PPi_c0 + cpd15687_c0;-1000;1000;0;0
320;rxn05337_c0;NADP_c0 + cpd11479_c0 <=> NADPH_c0 + cpd11486_c0;-1000;1000;0;0
321;rxn01135_c0;CoA_c0 + ATP_c0 + Oxalate_c0 <=> PPi_c0 + AMP_c0 + cpd00262_c0;-1000;1000;0;0
322;rxn00474_c0;cpd00054_c0 + indol_c0 => H2O_c0 + cpd00065_c0;0;1000;0;0.16388
323;rxn03147_c0;ATP_c0 + cpd00041_c0 + cpd02893_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + SAICAR_c0;0;1000;0.00161017;0.0161017
324;rxn03843_c0;cpd00113_c0 + cpd00350_c0 => H+_c0 + PPi_c0 + cpd08211_c0;0;1000;0;0
325;rxn05376_c0;H+_c0 + NADPH_c0 + cpd11512_c0 <=> NADP_c0 + cpd11513_c0;-1000;1000;0.00044006;0.0044006
326;rxn11809_c0;H+_c0 + NADH_c0 + cpd04806_c0 <=> NAD_c0 + cpd16365_c0;-1000;1000;0;0
327;rxn01116_c0;cpd00171_c0 <=> cpd00198_c0;-1000;1000;-0.166972;-0.00333564
328;rxn02182_c0;cpd01560_c0 <=> NH3_c0 + cpd00663_c0;-1000;1000;0;0
329;rxn02811_c0;cpd02693_c0 <=> H2O_c0 + cpd01710_c0;-1000;1000;-0.0237931;-0.00237931
330;rxn03062_c0;NAD_c0 + cpd02693_c0 <=> H+_c0 + NADH_c0 + cpd02605_c0;-1000;1000;0.00237931;0.0237931
331;rxn00670_c0;cpd00009_c0 + cpd00086_c0 <=> CoA_c0 + cpd01844_c0;-1000;1000;-1000;1000
332;rxn01544_c0;H+_c0 + PPi_c0 + XMP_c0 <= PRPP_c0 + XAN_c0;-1000;-0;-0.00850143;-0.000850143
333;rxn00863_c0;H2O_c0 + NAD_c0 + cpd01324_c0 => 2 H+_c0 + NADH_c0 + cpd00119_c0;0;1000;0;1000
334;rxn09113_c0;cpd00080_c0 + cpd15421_c0 <=> CMP_c0 + cpd15547_c0;-1000;1000;0;0
335;rxn05557_c0;ATP_c0 + H2O_c0 + 2 Citrate_e0[e] + fe3_e0[e] => H+_c0 + ADP_c0 + 2 Citrate_c0 + cpd00009_c0 + fe3_c0;0;1000;0;0
336;rxn01270_c0;cpd00032_c0 + cpd00616_c0 <=> cpd00041_c0 + cpd00219_c0;-1000;1000;0;0
337;rxn00751_c0;ATP_c0 + Choline_c0 <=> H+_c0 + ADP_c0 + cpd00457_c0;-1000;1000;0;0
338;rxn00908_c0;NAD_c0 + Glycine_c0 + cpd00087_c0 <=> NADH_c0 + CO2_c0 + NH3_c0 + cpd00125_c0;-1000;1000;0.0280649;0.603928
339;rxn05515_c0;ATP_c0 + H2O_c0 + cpd00423_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + cpd00423_c0;0;1000;0;0
340;rxn02402_c0;PPi_c0 + CO2_c0 + cpd00873_c0 <= H+_c0 + cpd02333_c0 + PRPP_c0;-1000;-0;-0.000319926;-3.19926e-05
341;rxn02036_c0;cpd00022_c0 + cpd00546_c0 <=> CoA_c0 + Cortell_c0;-1000;1000;0;0
342;rxn01607_c0;ATP_c0 + cpd00332_c0 <=> H+_c0 + ADP_c0 + cpd00812_c0;-1000;1000;0.00180516;0.0180516
343;rxn12845_c0;H2O_c0 + Gly-Leu_c0 <=> Glycine_c0 + cpd00107_c0;-1000;1000;0;0
344;rxn05380_c0;H+_c0 + NADPH_c0 + cpd11516_c0 <=> NADP_c0 + cpd11517_c0;-1000;1000;0.00044006;0.0044006
345;rxn05347_c0;cpd11492_c0 + cpd11494_c0 => CO2_c0 + ACP_c0 + cpd11488_c0;0;1000;0;0
346;rxn06077_c0;H2O_c0 + trdox_c0 + cpd00060_c0 <=> trdrd_c0 + cpd01914_c0;-1000;1000;0;0
347;rxn03407_c0;ATP_c0 + NH3_c0 + cpd03491_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + cpd03492_c0;0;1000;0;0
348;rxn05143_c0;H2O_c0 + NADP_c0 + cpd03333_c0 <=> 2 H+_c0 + NADPH_c0 + cpd00373_c0;-1000;1000;-1000;1000
349;rxn01303_c0;cpd00022_c0 + cpd00227_c0 => CoA_c0 + cpd00790_c0;0;1000;0.0023654;0.023654
350;rxn00113_c0;2 ATP_c0 + H2O_c0 + CO2_c0 + NH3_c0 <=> 3 H+_c0 + 2 ADP_c0 + cpd00009_c0 + cpd00146_c0;-1000;1000;-999.929;1000
351;rxn04736_c0;NAD_c0 + cpd01859_c0 <=> H+_c0 + NADH_c0 + cpd09802_c0;-1000;1000;0;0
352;rxn06023_c0;CoA_c0 + apo-ACP_c0 <=> ACP_c0 + cpd00045_c0;-1000;1000;1.59963e-05;0.000159963
353;rxn01678_c0;ATP_c0 + dUDP_c0 <=> ADP_c0 + dUTP_c0;-1000;1000;0;0
354;rxn00832_c0;H2O_c0 + IMP_c0 <=> FAICAR_c0;-1000;1000;-0.0201964;-0.00201964
355;rxn05871_c0;NAD_c0 + cpd00195_c0 <=> H+_c0 + NADH_c0 + RCHO_c0;-1000;1000;0;0
356;rxn01106_c0;cpd00482_c0 <=> cpd00169_c0;-1000;1000;0.046744;669.206
357;rxn12640_c0;H2O_c0 + cpd11586_c0 <=> cpd00023_c0 + cpd00035_c0;-1000;1000;0;0
358;rxn00931_c0;NADP_c0 + cpd00129_c0 <=> 2 H+_c0 + NADPH_c0 + cpd02431_c0;-1000;1000;-1000;1000
359;rxn02418_c0;H2O_c0 + Phytate_c0 <=> H+_c0 + cpd00009_c0 + cpd02788_c0;-1000;1000;0;0
360;rxn09450_c0;CoA_c0 + ATP_c0 + cpd15237_c0 => PPi_c0 + AMP_c0 + cpd15238_c0;0;1000;0;0
361;rxn00412_c0;ATP_c0 + H2O_c0 + cpd00053_c0 + UTP_c0 => 2 H+_c0 + ADP_c0 + cpd00009_c0 + CTP_c0 + cpd00023_c0;0;1000;0;999.93
362;rxn02339_c0;cpd00024_c0 + cpd01974_c0 <=> cpd00023_c0 + cpd00830_c0;-1000;1000;0;0
363;rxn00650_c0;H2O_c0 + Cys-Gly_c0 <=> Glycine_c0 + cpd00084_c0;-1000;1000;-0.000159963;-1.59963e-05
364;rxn03167_c0;3 H2O_c0 + cpd02978_c0 => 3 H+_c0 + 3 cpd00009_c0 + cpd02961_c0;0;1000;4.79888e-05;0.000479888
365;rxn02737_c0;cpd01482_c0 <=> cpd01623_c0;-1000;1000;0;0
366;rxn04604_c0;H2O_c0 + cpd09255_c0 => H+_c0 + cpd00106_c0 + cpd00461_c0;0;1000;0;0
367;rxn00515_c0;ATP_c0 + IDP_c0 <=> ADP_c0 + ITP_c0;-1000;1000;-999.995;999.978
368;rxn05397_c0;H+_c0 + NADPH_c0 + cpd11533_c0 <=> NADP_c0 + cpd11534_c0;-1000;1000;0.00044006;0.0044006
369;rxn03005_c0;2 H+_c0 + cpd00087_c0 + cpd02678_c0 <=> H2O_c0 + cpd00347_c0 + GAR_c0;-1000;1000;-1000;999.996
370;rxn03437_c0;cpd02535_c0 => H2O_c0 + 3MOP_c0;0;1000;0.00168919;0.0168919
371;rxn01353_c0;ATP_c0 + dGDP_c0 <=> ADP_c0 + dGTP_c0;-1000;1000;0;0
372;rxn10235_c0;2 H+_c0 + cpd15692_c0 <=> CO2_c0 + cpd15698_c0;-1000;1000;0;0
373;rxn12633_c0;H2O_c0 + cpd11593_c0 <=> cpd00041_c0 + cpd00035_c0;-1000;1000;0;0
374;rxn01639_c0;H2O_c0 + cpd00344_c0 <= cpd00023_c0 + cpd00378_c0;-1000;-0;-0;-0
375;rxn00313_c0;H+_c0 + cpd00516_c0 <=> CO2_c0 + cpd00039_c0;-1000;1000;0.00147457;0.301475
376;rxn00735_c0;NADH_c0 + CO2_c0 + cpd00094_c0 <=> NAD_c0 + cpd03593_c0;-1000;1000;0;0
377;rxn00775_c0;H2O_c0 + cpd00251_c0 => 2 H+_c0 + AMP_c0 + cpd00101_c0;0;1000;0;0
378;rxn05405_c0;H+_c0 + NADPH_c0 + cpd11541_c0 <=> NADP_c0 + cpd11542_c0;-1000;1000;0.00044006;0.0044006
379;rxn10571_c0;ATP_c0 + H2O_c0 + Mg_e0[e] => H+_c0 + ADP_c0 + cpd00009_c0 + Mg_c0;0;1000;0;1000
380;rxn00547_c0;ATP_c0 + cpd00082_c0 <=> H+_c0 + ADP_c0 + cpd00072_c0;-1000;1000;0;0
381;rxn03366_c0;H2O_c0 + NADP_c0 + cpd03365_c0 <=> 2 H+_c0 + NADPH_c0 + cpd03366_c0;-1000;1000;-1000;1000
382;rxn02895_c0;ATP_c0 + Glycine_c0 + cpd01982_c0 => H+_c0 + ADP_c0 + cpd00009_c0 + GAR_c0;0;1000;0.00162617;0.0162617
383;rxn02508_c0;cpd02642_c0 <=> cpd00956_c0;-1000;1000;0.000243844;0.16388
384;rxn00543_c0;NAD_c0 + Ethanol_c0 <=> H+_c0 + NADH_c0 + cpd00071_c0;-1000;1000;0;0
385;rxn00428_c0;H2O_c0 + cpd01530_c0 <=> 2 H+_c0 + cpd00055_c0 + 2 Cl-_c0;-1000;1000;0;0
386;rxn00420_c0;H2O_c0 + cpd00738_c0 => cpd00054_c0 + cpd00009_c0;0;1000;0.033613;669.193
387;rxn01500_c0;CoA_c0 + 2 NAD_c0 + cpd00332_c0 <=> 2 H+_c0 + 2 NADH_c0 + HMG-CoA_c0;-1000;1000;-0.0180516;-0.00180516
388;rxn10221_c0;CTP_c0 + cpd15678_c0 <=> H+_c0 + PPi_c0 + cpd15684_c0;-1000;1000;0.00022003;0.0022003
389;rxn06710_c0;cpd00017_c0 + cpd12562_c0 <=> cpd00019_c0 + cpd12603_c0;-1000;1000;0;0
390;rxn05005_c0;cpd00017_c0 + cpd00774_c0 <=> H+_c0 + cpd00019_c0 + cpd11206_c0;-1000;1000;1.59963e-05;0.000159963
391;rxn02795_c0;H2O_c0 + cpd03247_c0 <=> Glycine_c0 + cpd01663_c0;-1000;1000;0;0
392;rxn00048_c0;H+_c0 + 2 cpd02656_c0 => cpd00220_c0 + cpd02882_c0;0;1000;3.19926e-05;0.000319926
393;rxn07876_c0;H2O_c0 + NAD_c0 + cpd06739_c0 <=> 2 H+_c0 + NADH_c0 + cpd15166_c0;-1000;1000;0;0
394;rxn12191_c0;NADP_c0 + Choline_c0 <=> H+_c0 + NADPH_c0 + cpd00447_c0;-1000;1000;-1000;1000
395;rxn09200_c0;2 H+_c0 + cpd15555_c0 <=> CO2_c0 + cpd15531_c0;-1000;1000;0;0
396;rxn00726_c0;NH3_c0 + cpd00216_c0 => H+_c0 + H2O_c0 + cpd00020_c0 + cpd00093_c0;0;1000;0;0.16388
397;rxn01025_c0;H+_c0 + H2O_c0 + cpd01587_c0 => NH3_c0 + Thymine_c0;0;1000;0;0
398;rxn02155_c0;ATP_c0 + cpd00873_c0 <=> PPi_c0 + cpd00638_c0;-1000;1000;3.19926e-05;0.000319926
399;rxn02187_c0;ALCTT_c0 <=> cpd02569_c0;-1000;1000;-999.996;1000
400;rxn02475_c0;H+_c0 + H2O_c0 + cpd00957_c0 => NH3_c0 + cpd00931_c0;0;1000;3.19926e-05;0.000319926
401;rxn05339_c0;NADP_c0 + cpd11478_c0 <=> NADPH_c0 + cpd11488_c0;-1000;1000;0;0
402;rxn02614_c0;cpd00026_c0 + cpd01172_c0 <=> UDP_c0 + cpd02518_c0;-1000;1000;0;0
403;rxn03108_c0;ATP_c0 + H+_c0 + cpd02775_c0 <=> ADP_c0 + cpd02894_c0;-1000;1000;1.59963e-05;0.000159963
404;rxn01018_c0;cpd00041_c0 + cpd00146_c0 => H+_c0 + cpd00009_c0 + cpd00343_c0;0;1000;0.00106925;0.0106925
405;rxn04132_c0;H2O_c0 + cpd08625_c0 => H+_c0 + CO2_c0 + cpd01567_c0;0;1000;0;0
406;rxn05236_c0;trdrd_c0 + UTP_c0 => H2O_c0 + trdox_c0 + dUTP_c0;0;1000;0;0.000948846
407;rxn00914_c0;ATP_c0 + cpd00311_c0 <=> H+_c0 + ADP_c0 + GMP_c0;-1000;1000;0;0
408;rxn05506_c0;cpd01048_c0 => cpd01048_e0[e];0;1000;0;0
409;rxn03514_c0;cpd00017_c0 + cpd03834_c0 <=> H+_c0 + cpd00019_c0 + cpd03839_c0;-1000;1000;0;0
410;rxn00947_c0;CoA_c0 + ATP_c0 + cpd00214_c0 => H+_c0 + PPi_c0 + AMP_c0 + cpd00134_c0;0;1000;0;0
